parentusi,telephonenumber,telephonenumbertypedescriptorid,orderofpriority,textmessagecapabilityindicator,donotpublishindicator,createdate
"1394","(950) 080 6738","2322","1",,,"2020-11-13 14:15:57.516795"
"1398","(950) 571 7076","2322","1",,,"2020-11-13 14:15:57.537920"
"1402","(950) 328 3695","2324","1",,,"2020-11-13 14:15:57.556751"
"1410","(950) 782 0098","2324","1",,,"2020-11-13 14:15:57.594939"
"1413","(950) 519 3314","2322","1",,,"2020-11-13 14:15:57.616332"
"1418","(950) 107 1050","2322","1",,,"2020-11-13 14:15:57.636820"
"1422","(950) 130 0042","2324","1",,,"2020-11-13 14:15:57.654945"
"1425","(950) 449 5186","2323","1",,,"2020-11-13 14:15:57.677405"
"1427","(950) 712 6407","2322","1",,,"2020-11-13 14:15:57.698075"
"1427","(950) 923 8320","2326",,,,"2020-11-13 14:15:57.698626"
"1433","(950) 436 0051","2325","1",,,"2020-11-13 14:15:57.723357"
"1435","(950) 768 6125","2325","1",,,"2020-11-13 14:15:57.743822"
"1441","(950) 622 9154","2327","1",,,"2020-11-13 14:15:57.767497"
"1443","(950) 082 1388","2324","1",,,"2020-11-13 14:15:57.787097"
"1447","(950) 430 3729","2327","1",,,"2020-11-13 14:15:57.807533"
"1450","(950) 817 7704","2325","1",,,"2020-11-13 14:15:57.812233"
"1452","(950) 799 4648","2322","1",,,"2020-11-13 14:15:57.833718"
"1452","(950) 329 2767","2324",,,,"2020-11-13 14:15:57.834295"
"1457","(950) 273 3224","2322",,,,"2020-11-13 14:15:57.854953"
"1457","(950) 922 7487","2326","1",,,"2020-11-13 14:15:57.855481"
"1461","(950) 587 0091","2328","1",,,"2020-11-13 14:15:57.874060"
"1463","(950) 602 5603","2329","1",,,"2020-11-13 14:15:57.892733"
"1469","(950) 692 1960","2326","1",,,"2020-11-13 14:15:57.917128"
"1469","(950) 353 0923","2324",,,,"2020-11-13 14:15:57.917716"
"1472","(950) 246 1338","2323","1",,,"2020-11-13 14:15:57.934038"
"1476","(950) 625 0634","2326","1",,,"2020-11-13 14:15:57.956937"
"1476","(950) 465 5112","2325",,,,"2020-11-13 14:15:57.957512"
"1479","(950) 594 2445","2323","1",,,"2020-11-13 14:15:57.976918"
"1484","(950) 571 6772","2328","1",,,"2020-11-13 14:15:57.996737"
"1489","(950) 786 9710","2328","1",,,"2020-11-13 14:15:58.019283"
"1492","(950) 373 0484","2324","1",,,"2020-11-13 14:15:58.037839"
"1495","(950) 391 9497","2323","1",,,"2020-11-13 14:15:58.054991"
"1501","(950) 174 8549","2326","1",,,"2020-11-13 14:15:58.088966"
"1501","(950) 041 7623","2328",,,,"2020-11-13 14:15:58.089496"
"1503","(950) 198 1701","2328","1",,,"2020-11-13 14:15:58.096851"
"1505","(950) 587 4377","2323","1",,,"2020-11-13 14:15:58.111793"
"1507","(950) 433 8109","2326","1",,,"2020-11-13 14:15:58.118427"
"1508","(950) 519 8908","2328","1",,,"2020-11-13 14:15:58.123831"
"1511","(950) 870 1171","2329","1",,,"2020-11-13 14:15:58.138680"
"1514","(950) 185 4981","2325","1",,,"2020-11-13 14:15:58.157586"
"1517","(950) 615 8016","2327","1",,,"2020-11-13 14:15:58.175600"
"1520","(950) 771 1295","2326","1",,,"2020-11-13 14:15:58.191958"
"1521","(950) 452 1924","2326",,,,"2020-11-13 14:15:58.198176"
"1521","(950) 968 7655","2329","1",,,"2020-11-13 14:15:58.198660"
"1525","(950) 382 4088","2325","1",,,"2020-11-13 14:15:58.220223"
"1527","(950) 904 9694","2327","1",,,"2020-11-13 14:15:58.231810"
"1531","(950) 654 7206","2323","1",,,"2020-11-13 14:15:58.252930"
"1534","(950) 199 1533","2327","1",,,"2020-11-13 14:15:58.264925"
"1535","(950) 951 6384","2322","1",,,"2020-11-13 14:15:58.276761"
"1538","(950) 133 6997","2326","1",,,"2020-11-13 14:15:58.285073"
"1540","(950) 473 1186","2322",,,,"2020-11-13 14:15:58.297434"
"1540","(950) 954 0954","2329","1",,,"2020-11-13 14:15:58.297968"
"1542","(950) 237 6947","2325","1",,,"2020-11-13 14:15:58.304996"
"1545","(950) 820 5733","2322","1",,,"2020-11-13 14:15:58.323187"
"1545","(950) 218 0011","2323",,,,"2020-11-13 14:15:58.323710"
"1548","(950) 372 0133","2324","1",,,"2020-11-13 14:15:58.340059"
"1553","(950) 700 1224","2324","1",,,"2020-11-13 14:15:58.362144"
"1556","(950) 723 3560","2328","1",,,"2020-11-13 14:15:58.380677"
"1558","(950) 851 5511","2323","1",,,"2020-11-13 14:15:58.391432"
"1560","(950) 092 5933","2324","1",,,"2020-11-13 14:15:58.401804"
"1564","(950) 545 3835","2322","1",,,"2020-11-13 14:15:58.420799"
"1566","(950) 640 6809","2322","1",,,"2020-11-13 14:15:58.436673"
"1574","(950) 424 7752","2322","1",,,"2020-11-13 14:15:58.478739"
"1584","(950) 430 4271","2322","1",,,"2020-11-13 14:15:58.524207"
"1586","(950) 869 5734","2325","1",,,"2020-11-13 14:15:58.541724"
"1592","(950) 040 2284","2327","1",,,"2020-11-13 14:15:58.773394"
"1592","(950) 767 2295","2328",,,,"2020-11-13 14:15:58.773952"
"1594","(950) 695 3141","2323","1",,,"2020-11-13 14:15:58.906216"
"1597","(950) 973 7569","2325","1",,,"2020-11-13 14:15:58.926874"
"1603","(950) 451 3801","2329","1",,,"2020-11-13 14:15:58.974810"
"1606","(950) 914 9298","2329","1",,,"2020-11-13 14:15:58.995062"
"1609","(950) 087 3962","2326","1",,,"2020-11-13 14:15:59.000624"
"1611","(950) 977 8561","2323","1",,,"2020-11-13 14:15:59.019269"
"1614","(950) 596 4253","2323",,,,"2020-11-13 14:15:59.045868"
"1614","(950) 131 2078","2328","1",,,"2020-11-13 14:15:59.046451"
"1618","(950) 866 2982","2325","1",,,"2020-11-13 14:15:59.069588"
"1623","(950) 355 2048","2328","1",,,"2020-11-13 14:15:59.091700"
"1627","(950) 133 7480","2329","1",,,"2020-11-13 14:15:59.111747"
"1630","(950) 803 6219","2325","1",,,"2020-11-13 14:15:59.132034"
"1633","(950) 838 8885","2329","1",,,"2020-11-13 14:15:59.145191"
"1635","(950) 056 9696","2325","1",,,"2020-11-13 14:15:59.155235"
"1636","(950) 249 3523","2329","1",,,"2020-11-13 14:15:59.164280"
"1637","(950) 635 0165","2329","1",,,"2020-11-13 14:15:59.170420"
"1641","(950) 265 2889","2327","1",,,"2020-11-13 14:15:59.195041"
"1641","(950) 840 5060","2324",,,,"2020-11-13 14:15:59.195583"
"1643","(950) 054 6650","2322","1",,,"2020-11-13 14:15:59.204591"
"1643","(950) 223 2512","2323",,,,"2020-11-13 14:15:59.205244"
"1652","(950) 636 3556","2323","1",,,"2020-11-13 14:15:59.253176"
"1317","(950) 013 9623","2325","1",,,"2020-11-13 14:15:57.089943"
"1322","(950) 853 5500","2328","1",,,"2020-11-13 14:15:57.114188"
"1322","(950) 763 5010","2324",,,,"2020-11-13 14:15:57.114754"
"1327","(950) 790 5195","2328","1",,,"2020-11-13 14:15:57.136168"
"1330","(950) 566 2133","2322",,,,"2020-11-13 14:15:57.153612"
"1330","(950) 665 5858","2326","1",,,"2020-11-13 14:15:57.154242"
"1332","(950) 543 7719","2327","1",,,"2020-11-13 14:15:57.173424"
"1337","(950) 435 1225","2328","1",,,"2020-11-13 14:15:57.196984"
"1340","(950) 886 3782","2326","1",,,"2020-11-13 14:15:57.215334"
"1344","(950) 879 7426","2325","1",,,"2020-11-13 14:15:57.239947"
"1348","(950) 069 6027","2324","1",,,"2020-11-13 14:15:57.269354"
"1350","(950) 725 5540","2323","1",,,"2020-11-13 14:15:57.280459"
"1354","(950) 606 0821","2328","1",,,"2020-11-13 14:15:57.300730"
"1356","(950) 593 2448","2327","1",,,"2020-11-13 14:15:57.309829"
"1359","(950) 372 6272","2327","1",,,"2020-11-13 14:15:57.332235"
"1359","(950) 120 2809","2325",,,,"2020-11-13 14:15:57.332740"
"1364","(950) 100 0540","2327","1",,,"2020-11-13 14:15:57.353378"
"1366","(950) 723 0984","2324","1",,,"2020-11-13 14:15:57.368837"
"1369","(950) 797 3746","2325","1",,,"2020-11-13 14:15:57.385604"
"1371","(950) 402 9104","2328","1",,,"2020-11-13 14:15:57.391194"
"1373","(950) 775 7107","2328","1",,,"2020-11-13 14:15:57.405472"
"1375","(950) 229 6421","2329","1",,,"2020-11-13 14:15:57.411551"
"1381","(950) 805 6583","2329","1",,,"2020-11-13 14:15:57.447655"
"1383","(950) 246 1169","2328","1",,,"2020-11-13 14:15:57.455551"
"1387","(950) 829 3060","2326",,,,"2020-11-13 14:15:57.475550"
"1387","(950) 257 3334","2324","1",,,"2020-11-13 14:15:57.476119"
"1399","(950) 970 1882","2322","1",,,"2020-11-13 14:15:57.539069"
"1401","(950) 309 1576","2322","1",,,"2020-11-13 14:15:57.555531"
"1401","(950) 326 0211","2323",,,,"2020-11-13 14:15:57.556068"
"1405","(950) 921 7153","2329","1",,,"2020-11-13 14:15:57.575067"
"1409","(950) 074 4783","2322","1",,,"2020-11-13 14:15:57.593715"
"1416","(950) 837 0557","2329","1",,,"2020-11-13 14:15:57.633451"
"1419","(950) 791 0990","2327",,,,"2020-11-13 14:15:57.649216"
"1419","(950) 941 0439","2324","1",,,"2020-11-13 14:15:57.649772"
"1421","(950) 471 5611","2329","1",,,"2020-11-13 14:15:57.654279"
"1424","(950) 584 7122","2329","1",,,"2020-11-13 14:15:57.676369"
"1430","(950) 000 7702","2323","1",,,"2020-11-13 14:15:57.701449"
"1431","(950) 623 5780","2325","1",,,"2020-11-13 14:15:57.722272"
"1437","(950) 110 6173","2323",,,,"2020-11-13 14:15:57.744453"
"1437","(950) 681 7396","2328","1",,,"2020-11-13 14:15:57.744980"
"1439","(950) 402 1957","2324","1",,,"2020-11-13 14:15:57.765090"
"1444","(950) 228 7431","2322","1",,,"2020-11-13 14:15:57.788258"
"1444","(950) 080 1344","2329",,,,"2020-11-13 14:15:57.788856"
"1449","(950) 182 7054","2326","1",,,"2020-11-13 14:15:57.811506"
"1449","(950) 696 4482","2327",,,,"2020-11-13 14:15:57.812221"
"1454","(950) 965 3630","2328","1",,,"2020-11-13 14:15:57.836574"
"1458","(950) 582 3894","2327","1",,,"2020-11-13 14:15:57.855524"
"1462","(950) 677 3001","2322","1",,,"2020-11-13 14:15:57.877155"
"1464","(950) 972 9576","2323","1",,,"2020-11-13 14:15:57.892651"
"1467","(950) 566 4162","2328","1",,,"2020-11-13 14:15:57.914179"
"1473","(950) 433 0716","2325","1",,,"2020-11-13 14:15:57.936562"
"1481","(950) 937 0366","2327","1",,,"2020-11-13 14:15:57.976992"
"1485","(950) 777 2692","2325","1",,,"2020-11-13 14:15:57.997007"
"1488","(950) 497 8514","2327","1",,,"2020-11-13 14:15:58.018504"
"1493","(950) 356 8136","2326","1",,,"2020-11-13 14:15:58.039634"
"1496","(950) 893 0544","2322","1",,,"2020-11-13 14:15:58.055294"
"1498","(950) 886 7826","2325","1",,,"2020-11-13 14:15:58.076387"
"1504","(950) 100 1067","2322","1",,,"2020-11-13 14:15:58.099565"
"1509","(950) 878 3179","2322","1",,,"2020-11-13 14:15:58.131735"
"1513","(950) 150 5421","2327","1",,,"2020-11-13 14:15:58.154040"
"1518","(950) 607 4020","2328","1",,,"2020-11-13 14:15:58.178620"
"1522","(950) 547 0241","2324","1",,,"2020-11-13 14:15:58.199171"
"1526","(950) 595 4149","2322","1",,,"2020-11-13 14:15:58.221357"
"1528","(950) 186 0377","2328","1",,,"2020-11-13 14:15:58.236912"
"1530","(950) 698 4602","2322","1",,,"2020-11-13 14:15:58.242881"
"1532","(950) 795 2354","2328","1",,,"2020-11-13 14:15:58.256665"
"1536","(950) 396 2050","2328","1",,,"2020-11-13 14:15:58.276714"
"1539","(950) 162 8341","2323","1",,,"2020-11-13 14:15:58.297478"
"1549","(950) 556 2900","2323","1",,,"2020-11-13 14:15:58.343619"
"1549","(950) 294 7520","2328",,,,"2020-11-13 14:15:58.344112"
"1551","(950) 503 1445","2326","1",,,"2020-11-13 14:15:58.358596"
"1561","(950) 534 5184","2326","1",,,"2020-11-13 14:15:58.404780"
"1571","(950) 863 1583","2323","1",,,"2020-11-13 14:15:58.457475"
"1575","(950) 723 4980","2323","1",,,"2020-11-13 14:15:58.480060"
"1579","(950) 385 2125","2322","1",,,"2020-11-13 14:15:58.503118"
"1587","(950) 157 6278","2329","1",,,"2020-11-13 14:15:58.541734"
"1589","(950) 410 5122","2329","1",,,"2020-11-13 14:15:58.767645"
"1595","(950) 903 8443","2328","1",,,"2020-11-13 14:15:58.906299"
"1598","(950) 976 8896","2327","1",,,"2020-11-13 14:15:58.932781"
"1604","(950) 103 8288","2325","1",,,"2020-11-13 14:15:58.977176"
"1607","(950) 027 7866","2326","1",,,"2020-11-13 14:15:58.998243"
"1612","(950) 740 6932","2323","1",,,"2020-11-13 14:15:59.022687"
"1615","(950) 804 4236","2327",,,,"2020-11-13 14:15:59.046728"
"1615","(950) 074 2164","2329","1",,,"2020-11-13 14:15:59.047477"
"1621","(950) 740 2877","2327","1",,,"2020-11-13 14:15:59.072821"
"1628","(950) 739 5910","2324","1",,,"2020-11-13 14:15:59.113962"
"1631","(950) 363 7031","2322","1",,,"2020-11-13 14:15:59.132340"
"1639","(950) 905 1991","2327","1",,,"2020-11-13 14:15:59.177766"
"1640","(950) 847 8079","2323","1",,,"2020-11-13 14:15:59.186521"
"1642","(950) 639 9030","2326","1",,,"2020-11-13 14:15:59.198849"
"1646","(950) 070 1921","2326","1",,,"2020-11-13 14:15:59.220364"
"1648","(950) 125 5655","2324","1",,,"2020-11-13 14:15:59.231579"
"1650","(950) 772 6536","2322",,,,"2020-11-13 14:15:59.243171"
"1650","(950) 309 4302","2328","1",,,"2020-11-13 14:15:59.244298"
"1654","(950) 421 9263","2323","1",,,"2020-11-13 14:15:59.269620"
"1656","(950) 697 5378","2329","1",,,"2020-11-13 14:15:59.277157"
"1658","(950) 807 4023","2327","1",,,"2020-11-13 14:15:59.289767"
"1660","(950) 996 8270","2325","1",,,"2020-11-13 14:15:59.297641"
"1663","(950) 685 5148","2329","1",,,"2020-11-13 14:15:59.316311"
"1671","(950) 312 5936","2325","1",,,"2020-11-13 14:15:59.355583"
"1674","(950) 136 5547","2326","1",,,"2020-11-13 14:15:59.376375"
"1677","(950) 147 1362","2326","1",,,"2020-11-13 14:15:59.392660"
"1679","(950) 471 3222","2322","1",,,"2020-11-13 14:15:59.400549"
"1682","(950) 133 4790","2326",,,,"2020-11-13 14:15:59.420424"
"1682","(950) 574 8393","2325","1",,,"2020-11-13 14:15:59.421131"
"1689","(950) 166 8084","2323","1",,,"2020-11-13 14:15:59.459753"
"1693","(950) 799 9115","2326",,,,"2020-11-13 14:15:59.699672"
"1693","(950) 661 2917","2329","1",,,"2020-11-13 14:15:59.700281"
"1696","(950) 403 6422","2323","1",,,"2020-11-13 14:15:59.721029"
"1701","(950) 946 9711","2326",,,,"2020-11-13 14:15:59.744536"
"1701","(950) 258 9610","2325","1",,,"2020-11-13 14:15:59.745121"
"1705","(950) 198 2773","2322","1",,,"2020-11-13 14:15:59.766315"
"1708","(950) 568 1887","2327","1",,,"2020-11-13 14:15:59.788780"
"1712","(950) 514 2592","2324","1",,,"2020-11-13 14:15:59.810778"
"1717","(950) 990 8557","2327","1",,,"2020-11-13 14:15:59.836134"
"1719","(950) 837 4500","2323","1",,,"2020-11-13 14:15:59.852501"
"1728","(950) 721 3975","2326","1",,,"2020-11-13 14:15:59.892437"
"1732","(950) 419 2843","2323","1",,,"2020-11-13 14:15:59.913030"
"1736","(950) 564 5830","2325","1",,,"2020-11-13 14:15:59.933154"
"1740","(950) 446 3959","2326","1",,,"2020-11-13 14:15:59.954189"
"1744","(950) 195 2533","2329","1",,,"2020-11-13 14:15:59.974033"
"1338","(950) 727 8498","2329",,,,"2020-11-13 14:15:57.197107"
"1338","(950) 994 5096","2328","1",,,"2020-11-13 14:15:57.197713"
"1339","(950) 589 5395","2324","1",,,"2020-11-13 14:15:57.215148"
"1341","(950) 776 9735","2323","1",,,"2020-11-13 14:15:57.222452"
"1343","(950) 064 3281","2324","1",,,"2020-11-13 14:15:57.239263"
"1346","(950) 633 8202","2328","1",,,"2020-11-13 14:15:57.257799"
"1349","(950) 891 6482","2329","1",,,"2020-11-13 14:15:57.275786"
"1349","(950) 939 9153","2324",,,,"2020-11-13 14:15:57.276469"
"1351","(950) 827 9094","2329","1",,,"2020-11-13 14:15:57.288205"
"1355","(950) 989 4986","2325","1",,,"2020-11-13 14:15:57.306916"
"1358","(950) 832 5192","2323","1",,,"2020-11-13 14:15:57.327625"
"1358","(950) 975 5140","2329",,,,"2020-11-13 14:15:57.328313"
"1362","(950) 925 0131","2329","1",,,"2020-11-13 14:15:57.349937"
"1362","(950) 447 6632","2325",,,,"2020-11-13 14:15:57.350448"
"1365","(950) 215 7676","2327",,,,"2020-11-13 14:15:57.365660"
"1365","(950) 303 9674","2328","1",,,"2020-11-13 14:15:57.366182"
"1367","(950) 112 3859","2329","1",,,"2020-11-13 14:15:57.372344"
"1372","(950) 145 6938","2327","1",,,"2020-11-13 14:15:57.397332"
"1374","(950) 670 7460","2324","1",,,"2020-11-13 14:15:57.409635"
"1376","(950) 738 8822","2323","1",,,"2020-11-13 14:15:57.417535"
"1377","(950) 678 8511","2329","1",,,"2020-11-13 14:15:57.427081"
"1379","(950) 896 6182","2322","1",,,"2020-11-13 14:15:57.436229"
"1382","(950) 602 5266","2325","1",,,"2020-11-13 14:15:57.454315"
"1388","(950) 394 2192","2326","1",,,"2020-11-13 14:15:57.481985"
"1389","(950) 256 3974","2326","1",,,"2020-11-13 14:15:57.491138"
"1392","(950) 617 4782","2324","1",,,"2020-11-13 14:15:57.512007"
"1395","(950) 320 2033","2326","1",,,"2020-11-13 14:15:57.517892"
"1397","(950) 775 3430","2327","1",,,"2020-11-13 14:15:57.535950"
"1400","(950) 843 7689","2327","1",,,"2020-11-13 14:15:57.554124"
"1403","(950) 336 7456","2322","1",,,"2020-11-13 14:15:57.560090"
"1404","(950) 799 8456","2323","1",,,"2020-11-13 14:15:57.573811"
"1407","(950) 375 6187","2327",,,,"2020-11-13 14:15:57.583571"
"1407","(950) 408 6559","2324","1",,,"2020-11-13 14:15:57.584186"
"1408","(950) 501 8949","2324","1",,,"2020-11-13 14:15:57.593695"
"1411","(950) 112 9030","2327","1",,,"2020-11-13 14:15:57.604592"
"1412","(950) 324 8607","2323","1",,,"2020-11-13 14:15:57.612662"
"1415","(950) 922 9846","2327","1",,,"2020-11-13 14:15:57.627460"
"1417","(950) 258 5779","2328","1",,,"2020-11-13 14:15:57.635862"
"1417","(950) 993 2575","2325",,,,"2020-11-13 14:15:57.636415"
"1420","(950) 521 2511","2323","1",,,"2020-11-13 14:15:57.654192"
"1423","(950) 935 3280","2326","1",,,"2020-11-13 14:15:57.676472"
"1429","(950) 353 0285","2328","1",,,"2020-11-13 14:15:57.698253"
"1429","(950) 388 7338","2325",,,,"2020-11-13 14:15:57.698704"
"1432","(950) 061 8149","2324","1",,,"2020-11-13 14:15:57.723091"
"1436","(950) 278 3752","2325","1",,,"2020-11-13 14:15:57.743882"
"1440","(950) 076 7298","2329","1",,,"2020-11-13 14:15:57.765812"
"1446","(950) 415 0923","2326","1",,,"2020-11-13 14:15:57.790682"
"1448","(950) 682 7057","2324","1",,,"2020-11-13 14:15:57.808324"
"1451","(950) 055 3177","2324","1",,,"2020-11-13 14:15:57.829575"
"1453","(950) 266 6908","2327","1",,,"2020-11-13 14:15:57.835250"
"1456","(950) 458 0440","2326","1",,,"2020-11-13 14:15:57.854300"
"1459","(950) 207 3205","2322","1",,,"2020-11-13 14:15:57.872758"
"1466","(950) 578 3276","2327","1",,,"2020-11-13 14:15:57.898109"
"1468","(950) 340 9846","2327","1",,,"2020-11-13 14:15:57.914522"
"1470","(950) 604 8898","2324","1",,,"2020-11-13 14:15:57.921305"
"1471","(950) 201 3206","2327","1",,,"2020-11-13 14:15:57.933984"
"1475","(950) 976 5149","2322","1",,,"2020-11-13 14:15:57.956352"
"1478","(950) 128 4091","2323","1",,,"2020-11-13 14:15:57.967648"
"1480","(950) 213 9685","2325","1",,,"2020-11-13 14:15:57.976949"
"1482","(950) 533 1541","2326","1",,,"2020-11-13 14:15:57.989369"
"1483","(950) 759 7627","2323","1",,,"2020-11-13 14:15:57.996407"
"1486","(950) 048 3286","2322","1",,,"2020-11-13 14:15:58.012257"
"1487","(950) 988 3267","2328","1",,,"2020-11-13 14:15:58.018293"
"1491","(950) 958 8705","2328","1",,,"2020-11-13 14:15:58.036420"
"1494","(950) 185 4686","2329","1",,,"2020-11-13 14:15:58.055015"
"1497","(950) 709 3884","2323","1",,,"2020-11-13 14:15:58.066298"
"1499","(950) 743 4778","2326","1",,,"2020-11-13 14:15:58.076535"
"1502","(950) 990 1194","2329","1",,,"2020-11-13 14:15:58.095740"
"1506","(950) 153 2972","2322","1",,,"2020-11-13 14:15:58.118592"
"1510","(950) 742 7856","2326","1",,,"2020-11-13 14:15:58.137424"
"1512","(950) 932 3766","2325","1",,,"2020-11-13 14:15:58.144687"
"1516","(950) 839 4515","2328","1",,,"2020-11-13 14:15:58.167502"
"1519","(950) 256 8118","2323",,,,"2020-11-13 14:15:58.182265"
"1519","(950) 922 3163","2324","1",,,"2020-11-13 14:15:58.182787"
"1523","(950) 264 4894","2323",,,,"2020-11-13 14:15:58.209179"
"1523","(950) 148 1655","2328","1",,,"2020-11-13 14:15:58.209801"
"1524","(950) 288 6985","2329",,,,"2020-11-13 14:15:58.216361"
"1524","(950) 509 5180","2328","1",,,"2020-11-13 14:15:58.216984"
"1529","(950) 139 3896","2323","1",,,"2020-11-13 14:15:58.239997"
"1533","(950) 355 6677","2325","1",,,"2020-11-13 14:15:58.263309"
"1537","(950) 593 1423","2323","1",,,"2020-11-13 14:15:58.282307"
"1541","(950) 638 7725","2325","1",,,"2020-11-13 14:15:58.301066"
"1543","(950) 280 9560","2326","1",,,"2020-11-13 14:15:58.320034"
"1546","(950) 898 6731","2326","1",,,"2020-11-13 14:15:58.325681"
"1547","(950) 432 3085","2326","1",,,"2020-11-13 14:15:58.340058"
"1550","(950) 327 8349","2329","1",,,"2020-11-13 14:15:58.348023"
"1552","(950) 979 1121","2324","1",,,"2020-11-13 14:15:58.359036"
"1554","(950) 879 7183","2325","1",,,"2020-11-13 14:15:58.370380"
"1555","(950) 126 4298","2328","1",,,"2020-11-13 14:15:58.377349"
"1557","(950) 168 4862","2328","1",,,"2020-11-13 14:15:58.382098"
"1559","(950) 302 4474","2327","1",,,"2020-11-13 14:15:58.399595"
"1563","(950) 661 0635","2323","1",,,"2020-11-13 14:15:58.419098"
"1565","(950) 647 3436","2329","1",,,"2020-11-13 14:15:58.425879"
"1567","(950) 749 5426","2327","1",,,"2020-11-13 14:15:58.437986"
"1569","(950) 146 5765","2323","1",,,"2020-11-13 14:15:58.445253"
"1570","(950) 098 5202","2327","1",,,"2020-11-13 14:15:58.457125"
"1573","(950) 399 0187","2324",,,,"2020-11-13 14:15:58.466255"
"1573","(950) 425 1538","2325","1",,,"2020-11-13 14:15:58.466832"
"1577","(950) 386 7843","2327","1",,,"2020-11-13 14:15:58.485303"
"1578","(950) 790 2627","2328","1",,,"2020-11-13 14:15:58.502637"
"1581","(950) 378 2395","2324","1",,,"2020-11-13 14:15:58.509213"
"1582","(950) 490 5655","2324","1",,,"2020-11-13 14:15:58.522913"
"1585","(950) 409 5847","2323","1",,,"2020-11-13 14:15:58.530610"
"1591","(950) 590 2010","2324","1",,,"2020-11-13 14:15:58.772549"
"1593","(950) 282 0562","2322","1",,,"2020-11-13 14:15:58.905337"
"1600","(950) 583 3321","2322","1",,,"2020-11-13 14:15:58.938586"
"1601","(950) 519 7505","2329","1",,,"2020-11-13 14:15:58.950162"
"1602","(950) 143 2590","2324","1",,,"2020-11-13 14:15:58.974604"
"1608","(950) 979 8550","2326","1",,,"2020-11-13 14:15:59.000017"
"1610","(950) 990 2088","2323","1",,,"2020-11-13 14:15:59.019224"
"1617","(950) 760 7119","2324","1",,,"2020-11-13 14:15:59.050118"
"1617","(950) 129 0260","2325",,,,"2020-11-13 14:15:59.050951"
"1619","(950) 114 9040","2327","1",,,"2020-11-13 14:15:59.070279"
"1622","(950) 831 3262","2326","1",,,"2020-11-13 14:15:59.090159"
"1625","(950) 675 5457","2323",,,,"2020-11-13 14:15:59.097370"
"1625","(950) 241 2855","2328","1",,,"2020-11-13 14:15:59.097958"
"1626","(950) 683 4369","2324","1",,,"2020-11-13 14:15:59.110739"
"1629","(950) 362 5453","2329","1",,,"2020-11-13 14:15:59.121276"
"1632","(950) 523 0257","2322","1",,,"2020-11-13 14:15:59.140634"
"1632","(950) 181 7700","2326",,,,"2020-11-13 14:15:59.141215"
"1634","(950) 054 8213","2327","1",,,"2020-11-13 14:15:59.154886"
"1572","(950) 347 1878","2323","1",,,"2020-11-13 14:15:58.459245"
"1576","(950) 257 7641","2323","1",,,"2020-11-13 14:15:58.481064"
"1576","(950) 306 1818","2324",,,,"2020-11-13 14:15:58.481689"
"1580","(950) 495 3177","2327","1",,,"2020-11-13 14:15:58.503284"
"1583","(950) 492 5974","2327","1",,,"2020-11-13 14:15:58.523862"
"1588","(950) 999 7632","2324","1",,,"2020-11-13 14:15:58.544994"
"1590","(950) 669 7652","2324","1",,,"2020-11-13 14:15:58.772960"
"1596","(950) 005 4215","2324","1",,,"2020-11-13 14:15:58.910727"
"1599","(950) 432 4685","2323",,,,"2020-11-13 14:15:58.932812"
"1599","(950) 704 5398","2327","1",,,"2020-11-13 14:15:58.933475"
"1605","(950) 994 9589","2323","1",,,"2020-11-13 14:15:58.979471"
"1613","(950) 901 6339","2326","1",,,"2020-11-13 14:15:59.023311"
"1613","(950) 326 6083","2329",,,,"2020-11-13 14:15:59.024201"
"1616","(950) 520 4256","2323","1",,,"2020-11-13 14:15:59.047083"
"1620","(950) 384 4804","2322","1",,,"2020-11-13 14:15:59.072959"
"1624","(950) 029 9177","2328","1",,,"2020-11-13 14:15:59.094452"
"1667","(950) 459 3707","2325","1",,,"2020-11-13 14:15:59.335856"
"1690","(950) 365 0825","2325","1",,,"2020-11-13 14:15:59.463297"
"1694","(950) 232 1917","2326","1",,,"2020-11-13 14:15:59.700806"
"1698","(950) 203 5341","2324","1",,,"2020-11-13 14:15:59.723138"
"1702","(950) 385 9152","2329","1",,,"2020-11-13 14:15:59.745404"
"1706","(950) 571 2208","2326","1",,,"2020-11-13 14:15:59.767900"
"1709","(950) 433 3259","2328","1",,,"2020-11-13 14:15:59.789219"
"1709","(950) 225 0286","2325",,,,"2020-11-13 14:15:59.789761"
"1713","(950) 332 6704","2326",,,,"2020-11-13 14:15:59.812277"
"1713","(950) 717 1373","2328","1",,,"2020-11-13 14:15:59.813003"
"1721","(950) 623 7263","2323","1",,,"2020-11-13 14:15:59.855384"
"1773","(950) 509 1110","2329",,,,"2020-11-13 14:16:00.142969"
"1773","(950) 307 9372","2328","1",,,"2020-11-13 14:16:00.144424"
"1782","(950) 806 6385","2326","1",,,"2020-11-13 14:16:00.199309"
"1785","(950) 187 4051","2323","1",,,"2020-11-13 14:16:00.208787"
"1803","(950) 910 8079","2323","1",,,"2020-11-13 14:16:00.310064"
"1808","(950) 922 5217","2323","1",,,"2020-11-13 14:16:00.330732"
"1815","(950) 231 9939","2326","1",,,"2020-11-13 14:16:00.368083"
"1819","(950) 608 8755","2322","1",,,"2020-11-13 14:16:00.389668"
"1834","(950) 977 4409","2326","1",,,"2020-11-13 14:16:00.471031"
"1855","(950) 916 3206","2326",,,,"2020-11-13 14:16:00.581138"
"1855","(950) 169 5761","2325","1",,,"2020-11-13 14:16:00.581680"
