assigningorganizationidentificationcode,educationorganizationid,studentidentificationsystemdescriptorid,studentusi,identificationcode,createdate
"SSN","255901","2253","821","1993894712","2020-11-13 14:17:34.242320"
"Local","255901","2249","825","645","2020-11-13 14:17:34.265932"
"SSN","255901","2253","825","2183461793","2020-11-13 14:17:34.266385"
"Local","255901","2249","829","650","2020-11-13 14:17:34.291029"
"SSN","255901","2253","829","9608954950","2020-11-13 14:17:34.291514"
"Local","255901","2249","839","658","2020-11-13 14:17:34.346441"
"SSN","255901","2253","839","3141319768","2020-11-13 14:17:34.348161"
"Local","255901","2249","895","715","2020-11-13 14:17:34.722886"
"SSN","255901","2253","895","6715871828","2020-11-13 14:17:34.723402"
"Local","255901","2249","910","730","2020-11-13 14:17:34.813161"
"SSN","255901","2253","910","5240503383","2020-11-13 14:17:34.813713"
"Local","255901","2249","914","734","2020-11-13 14:17:34.837469"
"SSN","255901","2253","914","4251248776","2020-11-13 14:17:34.838010"
"Local","255901","2249","929","749","2020-11-13 14:17:34.937746"
"SSN","255901","2253","929","7222545863","2020-11-13 14:17:34.938272"
"SSN","255901","2253","800","8278698003","2020-11-13 14:17:34.093724"
"Local","255901","2249","801","622","2020-11-13 14:17:34.111701"
"SSN","255901","2253","801","9961279108","2020-11-13 14:17:34.112206"
"Local","255901","2249","804","624","2020-11-13 14:17:34.119623"
"SSN","255901","2253","804","1819767189","2020-11-13 14:17:34.120056"
"Local","255901","2249","805","625","2020-11-13 14:17:34.134868"
"SSN","255901","2253","805","2448883565","2020-11-13 14:17:34.135466"
"Local","255901","2249","808","628","2020-11-13 14:17:34.147567"
"SSN","255901","2253","808","4291632598","2020-11-13 14:17:34.147990"
"Local","255901","2249","809","629","2020-11-13 14:17:34.162554"
"SSN","255901","2253","809","3520826266","2020-11-13 14:17:34.163037"
"Local","255901","2249","812","632","2020-11-13 14:17:34.176920"
"SSN","255901","2253","812","5595261957","2020-11-13 14:17:34.177363"
"Local","255901","2249","813","633","2020-11-13 14:17:34.189796"
"SSN","255901","2253","813","9664615417","2020-11-13 14:17:34.190285"
"Local","255901","2249","817","637","2020-11-13 14:17:34.213339"
"SSN","255901","2253","817","1906459736","2020-11-13 14:17:34.213850"
"Local","255901","2249","820","640","2020-11-13 14:17:34.235495"
"SSN","255901","2253","820","5508364751","2020-11-13 14:17:34.236067"
"Local","255901","2249","823","643","2020-11-13 14:17:34.246200"
"SSN","255901","2253","823","9063741534","2020-11-13 14:17:34.246648"
"Local","255901","2249","827","646","2020-11-13 14:17:34.264780"
"SSN","255901","2253","827","8232769136","2020-11-13 14:17:34.265342"
"Local","255901","2249","832","651","2020-11-13 14:17:34.296048"
"SSN","255901","2253","832","4016176841","2020-11-13 14:17:34.296514"
"Local","255901","2249","831","652","2020-11-13 14:17:34.313597"
"SSN","255901","2253","831","9246294184","2020-11-13 14:17:34.313998"
"Local","255901","2249","833","654","2020-11-13 14:17:34.320621"
"SSN","255901","2253","833","7281021870","2020-11-13 14:17:34.321034"
"Local","255901","2249","837","657","2020-11-13 14:17:34.340961"
"SSN","255901","2253","837","9691915176","2020-11-13 14:17:34.341495"
"Local","255901","2249","838","659","2020-11-13 14:17:34.348200"
"SSN","255901","2253","838","3609996796","2020-11-13 14:17:34.348647"
"Local","255901","2249","840","660","2020-11-13 14:17:34.364597"
"SSN","255901","2253","840","6022649965","2020-11-13 14:17:34.365214"
"Local","255901","2249","842","662","2020-11-13 14:17:34.373482"
"SSN","255901","2253","842","5060131438","2020-11-13 14:17:34.373940"
"Local","255901","2249","847","666","2020-11-13 14:17:34.400691"
"SSN","255901","2253","847","7206700889","2020-11-13 14:17:34.401105"
"Local","255901","2249","850","670","2020-11-13 14:17:34.426172"
"SSN","255901","2253","850","9013234440","2020-11-13 14:17:34.426631"
"Local","255901","2249","852","672","2020-11-13 14:17:34.440336"
"SSN","255901","2253","852","5402560069","2020-11-13 14:17:34.440929"
"Local","255901","2249","855","675","2020-11-13 14:17:34.453926"
"SSN","255901","2253","855","7190420938","2020-11-13 14:17:34.454399"
"Local","255901","2249","860","679","2020-11-13 14:17:34.480133"
"SSN","255901","2253","860","3976701470","2020-11-13 14:17:34.480610"
"Local","255901","2249","859","680","2020-11-13 14:17:34.489012"
"SSN","255901","2253","859","6061474244","2020-11-13 14:17:34.489460"
"Local","255901","2249","861","681","2020-11-13 14:17:34.499921"
"SSN","255901","2253","861","8327719266","2020-11-13 14:17:34.500383"
"Local","255901","2249","863","683","2020-11-13 14:17:34.509567"
"SSN","255901","2253","863","6411673401","2020-11-13 14:17:34.510052"
"Local","255901","2249","868","688","2020-11-13 14:17:34.547407"
"SSN","255901","2253","868","6349233640","2020-11-13 14:17:34.547871"
"Local","255901","2249","871","691","2020-11-13 14:17:34.566506"
"SSN","255901","2253","871","5082171373","2020-11-13 14:17:34.567083"
"Local","255901","2249","872","692","2020-11-13 14:17:34.574834"
"SSN","255901","2253","872","4731808606","2020-11-13 14:17:34.575234"
"Local","255901","2249","876","696","2020-11-13 14:17:34.597717"
"SSN","255901","2253","876","2314113122","2020-11-13 14:17:34.598548"
"Local","255901","2249","879","699","2020-11-13 14:17:34.620327"
"SSN","255901","2253","879","3449597397","2020-11-13 14:17:34.620780"
"Local","255901","2249","882","702","2020-11-13 14:17:34.633026"
"SSN","255901","2253","882","9598639113","2020-11-13 14:17:34.633457"
"Local","255901","2249","885","705","2020-11-13 14:17:34.646088"
"SSN","255901","2253","885","7058147591","2020-11-13 14:17:34.646542"
"Local","255901","2249","886","707","2020-11-13 14:17:34.671311"
"SSN","255901","2253","886","6952112005","2020-11-13 14:17:34.671682"
"Local","255901","2249","891","711","2020-11-13 14:17:34.696348"
"SSN","255901","2253","891","2645815489","2020-11-13 14:17:34.696780"
"Local","255901","2249","896","716","2020-11-13 14:17:34.720926"
"SSN","255901","2253","896","8419604025","2020-11-13 14:17:34.721385"
"Local","255901","2249","898","718","2020-11-13 14:17:34.742411"
"SSN","255901","2253","898","9577398368","2020-11-13 14:17:34.742957"
"Local","255901","2249","903","721","2020-11-13 14:17:34.752288"
"SSN","255901","2253","903","1129441391","2020-11-13 14:17:34.753005"
"Local","255901","2249","901","723","2020-11-13 14:17:34.770011"
"SSN","255901","2253","901","4034975641","2020-11-13 14:17:34.770495"
"Local","255901","2249","907","726","2020-11-13 14:17:34.789036"
"SSN","255901","2253","907","4675674592","2020-11-13 14:17:34.789573"
"Local","255901","2249","912","731","2020-11-13 14:17:34.820287"
"SSN","255901","2253","912","7319876618","2020-11-13 14:17:34.820694"
"Local","255901","2249","911","732","2020-11-13 14:17:34.835859"
"SSN","255901","2253","911","8501561700","2020-11-13 14:17:34.836305"
"Local","255901","2249","915","735","2020-11-13 14:17:34.844196"
"SSN","255901","2253","915","7533208245","2020-11-13 14:17:34.844651"
"Local","255901","2249","918","738","2020-11-13 14:17:34.862761"
"SSN","255901","2253","918","5510897960","2020-11-13 14:17:34.863230"
"Local","255901","2249","920","739","2020-11-13 14:17:34.869762"
"SSN","255901","2253","920","8160607862","2020-11-13 14:17:34.870184"
"Local","255901","2249","921","741","2020-11-13 14:17:34.884974"
"SSN","255901","2253","921","1668115836","2020-11-13 14:17:34.885485"
"Local","255901","2249","923","743","2020-11-13 14:17:34.894537"
"SSN","255901","2253","923","3018174539","2020-11-13 14:17:34.894978"
"Local","255901","2249","924","744","2020-11-13 14:17:34.911573"
"SSN","255901","2253","924","4043961156","2020-11-13 14:17:34.912002"
"Local","255901","2249","926","746","2020-11-13 14:17:34.919890"
"SSN","255901","2253","926","8606108468","2020-11-13 14:17:34.920312"
"Local","255901","2249","930","750","2020-11-13 14:17:34.941517"
"SSN","255901","2253","930","6275225375","2020-11-13 14:17:34.942509"
"Local","255901","2249","932","752","2020-11-13 14:17:34.962951"
"SSN","255901","2253","932","6441220477","2020-11-13 14:17:34.963426"
"Local","255901","2249","934","755","2020-11-13 14:17:34.974927"
"SSN","255901","2253","934","8703617068","2020-11-13 14:17:34.975342"
"Local","255901","2249","936","756","2020-11-13 14:17:34.985754"
"SSN","255901","2253","936","5235742214","2020-11-13 14:17:34.986238"
"Local","255901","2249","939","760","2020-11-13 14:17:35.010908"
"SSN","255901","2253","939","4440876062","2020-11-13 14:17:35.011376"
"Local","255901","2249","942","762","2020-11-13 14:17:35.019623"
"SSN","255901","2253","942","1648614046","2020-11-13 14:17:35.020196"
"Local","255901","2249","945","764","2020-11-13 14:17:35.035272"
"SSN","255901","2253","945","9543727549","2020-11-13 14:17:35.035707"
"Local","255901","2249","949","768","2020-11-13 14:17:35.062407"
"SSN","255901","2253","949","3848186220","2020-11-13 14:17:35.062822"
"Local","255901","2249","950","770","2020-11-13 14:17:35.070895"
"SSN","255901","2253","950","4293422550","2020-11-13 14:17:35.071297"
"Local","255901","2249","951","771","2020-11-13 14:17:35.078288"
"SSN","255901","2253","951","1211365173","2020-11-13 14:17:35.078750"
"Local","255901","2249","953","773","2020-11-13 14:17:35.086942"
"SSN","255901","2253","953","6106834880","2020-11-13 14:17:35.087525"
"Local","255901","2249","954","774","2020-11-13 14:17:35.095904"
"SSN","255901","2253","954","6289378030","2020-11-13 14:17:35.096285"
"Local","255901","2249","958","778","2020-11-13 14:17:35.120965"
"SSN","255901","2253","958","6747127591","2020-11-13 14:17:35.121408"
"Local","255901","2249","960","780","2020-11-13 14:17:35.134279"
"SSN","255901","2253","960","7994210614","2020-11-13 14:17:35.134685"
"SSN","255901","2253","873","8119616681","2020-11-13 14:17:34.580189"
"Local","255901","2249","878","698","2020-11-13 14:17:34.605144"
"SSN","255901","2253","878","4871349429","2020-11-13 14:17:34.605731"
"Local","255901","2249","881","701","2020-11-13 14:17:34.622948"
"SSN","255901","2253","881","5093322448","2020-11-13 14:17:34.623497"
"Local","255901","2249","884","704","2020-11-13 14:17:34.645726"
"SSN","255901","2253","884","5754419775","2020-11-13 14:17:34.646126"
"Local","255901","2249","889","709","2020-11-13 14:17:34.671640"
"SSN","255901","2253","889","7714812822","2020-11-13 14:17:34.672083"
"Local","255901","2249","892","712","2020-11-13 14:17:34.696806"
"SSN","255901","2253","892","7726124396","2020-11-13 14:17:34.697245"
"Local","255901","2249","894","714","2020-11-13 14:17:34.714970"
"SSN","255901","2253","894","8540191904","2020-11-13 14:17:34.715593"
"Local","255901","2249","900","720","2020-11-13 14:17:34.747645"
"SSN","255901","2253","900","9707532001","2020-11-13 14:17:34.748214"
"Local","255901","2249","904","724","2020-11-13 14:17:34.786673"
"SSN","255901","2253","904","9939446962","2020-11-13 14:17:34.787125"
"Local","255901","2249","908","728","2020-11-13 14:17:34.811146"
"SSN","255901","2253","908","4827821652","2020-11-13 14:17:34.811707"
"Local","255901","2249","913","733","2020-11-13 14:17:34.835684"
"SSN","255901","2253","913","5608690298","2020-11-13 14:17:34.836160"
"Local","255901","2249","916","736","2020-11-13 14:17:34.864136"
"SSN","255901","2253","916","1737096972","2020-11-13 14:17:34.864675"
"Local","255901","2249","922","742","2020-11-13 14:17:34.887980"
"SSN","255901","2253","922","9061196927","2020-11-13 14:17:34.888402"
"Local","255901","2249","925","745","2020-11-13 14:17:34.911472"
"SSN","255901","2253","925","2717924101","2020-11-13 14:17:34.912002"
"Local","255901","2249","928","748","2020-11-13 14:17:34.937318"
"SSN","255901","2253","928","1544486350","2020-11-13 14:17:34.937739"
"Local","255901","2249","931","753","2020-11-13 14:17:34.962978"
"SSN","255901","2253","931","8371894389","2020-11-13 14:17:34.963439"
"Local","255901","2249","937","757","2020-11-13 14:17:34.989240"
"SSN","255901","2253","937","7115576200","2020-11-13 14:17:34.989734"
"Local","255901","2249","948","769","2020-11-13 14:17:35.060392"
"SSN","255901","2253","948","9589299125","2020-11-13 14:17:35.060868"
"Local","255901","2249","956","776","2020-11-13 14:17:35.110026"
"SSN","255901","2253","956","6402728660","2020-11-13 14:17:35.110590"
"Local","255901","2249","959","779","2020-11-13 14:17:35.127325"
"SSN","255901","2253","959","8826955729","2020-11-13 14:17:35.127713"
"Local","255901","2249","883","703","2020-11-13 14:17:34.644998"
"SSN","255901","2253","883","3716154514","2020-11-13 14:17:34.645464"
"Local","255901","2249","887","706","2020-11-13 14:17:34.660679"
"SSN","255901","2253","887","3755157781","2020-11-13 14:17:34.661123"
"Local","255901","2249","888","708","2020-11-13 14:17:34.670471"
"SSN","255901","2253","888","6127953627","2020-11-13 14:17:34.670856"
"Local","255901","2249","890","710","2020-11-13 14:17:34.687390"
"SSN","255901","2253","890","3886658078","2020-11-13 14:17:34.687925"
"Local","255901","2249","893","713","2020-11-13 14:17:34.696521"
"SSN","255901","2253","893","8984243052","2020-11-13 14:17:34.696907"
"Local","255901","2249","897","717","2020-11-13 14:17:34.721827"
"SSN","255901","2253","897","2955578137","2020-11-13 14:17:34.722233"
"Local","255901","2249","899","719","2020-11-13 14:17:34.748619"
"SSN","255901","2253","899","8260044640","2020-11-13 14:17:34.749039"
"Local","255901","2249","902","722","2020-11-13 14:17:34.767106"
"SSN","255901","2253","902","8525282586","2020-11-13 14:17:34.767542"
"Local","255901","2249","905","725","2020-11-13 14:17:34.786621"
"SSN","255901","2253","905","1218973806","2020-11-13 14:17:34.787123"
"Local","255901","2249","906","727","2020-11-13 14:17:34.794237"
"SSN","255901","2253","906","8901504228","2020-11-13 14:17:34.794716"
"Local","255901","2249","909","729","2020-11-13 14:17:34.811497"
"SSN","255901","2253","909","6667711816","2020-11-13 14:17:34.811927"
"Local","255901","2249","917","737","2020-11-13 14:17:34.860875"
"SSN","255901","2253","917","3945764042","2020-11-13 14:17:34.861759"
"Local","255901","2249","919","740","2020-11-13 14:17:34.886056"
"SSN","255901","2253","919","8382559087","2020-11-13 14:17:34.886679"
"Local","255901","2249","927","747","2020-11-13 14:17:34.919003"
"SSN","255901","2253","927","9448645183","2020-11-13 14:17:34.919382"
"Local","255901","2249","933","751","2020-11-13 14:17:34.945827"
"SSN","255901","2253","933","1456642431","2020-11-13 14:17:34.946412"
"Local","255901","2249","935","754","2020-11-13 14:17:34.965454"
"SSN","255901","2253","935","1527198738","2020-11-13 14:17:34.966000"
"Local","255901","2249","938","758","2020-11-13 14:17:34.988196"
"SSN","255901","2253","938","3073384071","2020-11-13 14:17:34.988615"
"Local","255901","2249","940","759","2020-11-13 14:17:35.004468"
"SSN","255901","2253","940","3329248942","2020-11-13 14:17:35.005067"
"Local","255901","2249","941","761","2020-11-13 14:17:35.012769"
"SSN","255901","2253","941","8982020525","2020-11-13 14:17:35.013262"
"Local","255901","2249","943","763","2020-11-13 14:17:35.028051"
"SSN","255901","2253","943","1683746774","2020-11-13 14:17:35.028513"
"Local","255901","2249","944","765","2020-11-13 14:17:35.036271"
"SSN","255901","2253","944","5359089573","2020-11-13 14:17:35.036767"
"Local","255901","2249","946","766","2020-11-13 14:17:35.044622"
"SSN","255901","2253","946","2522556650","2020-11-13 14:17:35.044986"
"Local","255901","2249","947","767","2020-11-13 14:17:35.054559"
"SSN","255901","2253","947","1794631764","2020-11-13 14:17:35.054974"
"Local","255901","2249","952","772","2020-11-13 14:17:35.084174"
"SSN","255901","2253","952","2495015050","2020-11-13 14:17:35.084611"
"Local","255901","2249","955","775","2020-11-13 14:17:35.101329"
"SSN","255901","2253","955","8137490394","2020-11-13 14:17:35.101757"
"Local","255901","2249","957","777","2020-11-13 14:17:35.114977"
"SSN","255901","2253","957","6276906906","2020-11-13 14:17:35.115472"
